Tipo de tarea,Intención,Socioestructura,Nombre de la tarea,Enlace Imagen,Imagen,Vídeo,Descripción de la tarea
Estructuras de pases,Técnica individidual,X,Rueda de pase en Y,https://drive.google.com/file/d/1ZqGC9AI1mK99i7M_1NcksmS31zm_1uB1/view?usp=sharing,,https://drive.google.com/file/d/1r2-SyJpp16sfCe3yKH7moTuOMEILZk7U/view?usp=sharing,Combinación de pases entre jugadores en Y con pase en corto y aparición de tercer hombre tras golpeo en diagonal.
Estructuras de pases,Técnica individidual,X,Técnica colectiva en rectángulos concéntricos,https://drive.google.com/file/d/1G0AgCqmh_sPqg0yxjnMSGPp45e1vsNTP/view?usp=sharing,,https://drive.google.com/file/d/1d9zQW1NTgHE0f7M_hHHk4XJV0YKl1uMr/view?usp=sharing,Técnica colectiva en la que el balón se juega de fuera a dentro para que haya una dejada de cara y una posterior apertura al exterior. Los jugadores ocupan el lugar al que pasan la pelota.
Estructuras de pases,Técnica individidual,X,Técnica colectiva doble en rectángulos concéntricos ,https://drive.google.com/file/d/1_EuPcAI3cva0zwFi3dCfjV1uZOoYDZrC/view?usp=sharing,,https://drive.google.com/file/d/19mQyj1CiJGRrpt1ltVbCkdsJiKE1Uuzm/view?usp=sharing,Técnica colectiva en la que el balón se combina el pase de seguridad con el de progresión . Los jugadores ocupan el lugar al que pasan la pelota.
Estructuras de pases,Técnica individidual,6,Rueda de pase con miniportería en el centro,https://drive.google.com/file/d/1YGyKv1MYdf4kNAQ6THGwUiF-JM9ZPwxi/view?usp=sharing,,https://drive.google.com/file/d/1bCLUaEyCnIcNPlsV7f0aBbTnh4nHAUg1/view?usp=sharing,Rueda de pase en la que se combina el pase corto y la dejada de cara con el pase que supera línea ante el que los jugadores superados por balón tienen que girarse para ofrecerse como apoyos.
Estructuras de pases,Técnica individidual,X,Rueda en hexágono con paredes y tercer hombre,https://drive.google.com/file/d/1rxRtIejRMjd8XpfB1tAYfNzC9Okr9BrX/view?usp=sharing,,https://drive.google.com/file/d/1BZX_0V7hGxLuhlNRX5mBjIvoobUf4LR7/view?usp=sharing,"Rueda de pase en hexágono en la que se combinan paredes y búsqueda de tercer hombre, incidiendo en los momentos en los que hay que desplazarse para realizar ambas combinaciones."
Estructuras de pases,Técnica individidual,3,Rueda de pase en largo y dejada de cara,https://drive.google.com/file/d/1Z5JrA-HpazMj-W8HtPH7JQYJsQytjZ6P/view?usp=sharing,,https://drive.google.com/file/d/11Fy5AUSbJV6RyP4eeK4LKICtnFakgk5B/view?usp=sharing,"Rueda de pase por tríos en el que tras un golpeo en largo, un compañero se acerca al receptor del baló para recoger su dejada de cara y tras un control, llevarla a la posición inicial con otro desplazamiento en largo."
Estructuras de pases,Automatización de movimientos,5,Rueda de pase de tercer hombre y viajar juntos,https://drive.google.com/file/d/1_aw0t2W4lBCPtms1JaXGueuZgFH_2l-Y/view?usp=sharing,,https://drive.google.com/file/d/1cwbj2GAXZ1xV9-kjsbqaWH3uzkM8dQnD/view?usp=sharing,"Rueda de pase en la que jugando con al menos 3 alturas se mueve el balón hasta que en algún momento se contacta con la tercera línea desde la primera. En el viajar del balón los de la segunda línea para aparecer como apoyos y los de la primera avanzan para juntar las líneas.

El jugador de la tercera línea deja el balón de cara para que uno de la segunda se lo ponga al que se lo ha dejado o a otro de su línea que rompe al espacio.

Este momento es aprovechado también para adelantar las líneas.

Al llegar al área contraria se reorganiza el grupo y se inicia en el otro sentido."
Estructuras de pases,Técnica individidual,X,Rueda de oleadas por tríos,https://drive.google.com/file/d/1danpn66e5RNFRvRAs-iIAcWu-jP2qk67/view?usp=sharing,,https://drive.google.com/file/d/1M8quI8CFckme40tAGAzg4uu7Ylht-C8F/view?usp=sharing,Rueda de pase en la que se incide en la aparición para dar apoyo tras ser superados por un pase vertical y así poder darle continuidad a la jugada.
Estructuras de pases,Psicológica,X,Circulación de balón con información antes de recibir,https://drive.google.com/file/d/117YYD1_0698hhq7HvERo2RWUVyMqlglo/view?usp=sharing,,https://drive.google.com/file/d/136c0qyQcjDBrEb2v4HJHY9DJS5DaGl61/view?usp=sharing,"Circulación de balón en 3 equipos con distintos condicionantes que se irán modificando para complicar la ejecución:
- Color con el que puedes jugar.
- Repetir o no repetir.
- Espacio al que sí o no puedes jugar.
- Número de toques.
- Nombre del receptor antes de jugar."
Estructuras de pases,Psicológica,X,Técnica colectiva por colores y zonas con ladrones,https://drive.google.com/file/d/1g9oy4AMVfUgO5QeutJECHq0jBEr24lgb/view?usp=sharing,,https://drive.google.com/file/d/17A1QfOqTQYhp383PdaoMt97CMoLI6DTD/view?usp=sharing,"3 equipos de 5 jugadores realizan una rueda de control y pase llevando el balón de una zona a la otra y moviéndose de zona tras cada intervención intentando que los jugadores que están en la cruz central no les roben el balón.
Opción A) En cada tanda se cuentan los números de interceptaciones que hace un equipo y perderá el equipo que menos haga.
Opción B) Cambio de rol tras interceptación de un jugador del equipo central."
Estructuras de pases,Técnica individidual,5,Creación y ocupación de espacios,https://drive.google.com/file/d/1-GTzYUpsENNmYvgCq924ckDMTH-jPhq4/view?usp=sharing,,https://drive.google.com/file/d/1UijCZb9oSHAGOQGV8qcXevvugbKM3rnP/view?usp=sharing,"Dos jugadores dan pases hasta que el que está en el cuadrado decide dar un apoyo en el lateral. En ese momento aparece un tercer jugador para ocupar ese espacio y recibir un pase y jugar con el que se había lateralizado.
Tras ello, este jugador envía el balón a la otra base y se desplaza ahí mientras que los demás jugadores inician la secuencia."
Estructuras de pases,Técnica individidual,5,Rueda con controles orientados a colores,https://drive.google.com/file/d/1aa-FG_JjCUwxzT0ZfC7uvHrfoiyiEC7I/view?usp=sharing,,https://drive.google.com/file/d/1-fbRlxiV9hJvNWm1tg0RLR7ejaXG6DVG/view?usp=sharing,"Rueda de pase en la que el pasador dice al receptor el color hacia el que debe el balón con el control orientado.
El orden de pases viene determinado por el lugar hacia el que has hecho el control."
Estructuras de pases,Técnica individidual,3,Rueda de desmarque y devolución o giro,https://drive.google.com/file/d/1b9UBVV6HqevPbwkLshvM0LX4JMr0MvUm/view?usp=sharing,,https://drive.google.com/file/d/1V0bgx7F0InhxbIzztoKbwNwUUuOsK-7_/view?usp=sharing,"Rueda de pases con desmarque previo, información
propia y del compañero y decisión de jugar de cara o
perfilarse para avanzar y jugar con el alejado.
Tras ello rotación (recibe-presiona-pasa)."
Estructuras de pases,Técnica individidual,3,"Rueda de desmarque, devolución o control orientado",https://drive.google.com/file/d/1rwez4mwlO5Ph8pcbYTUuY9xBjWjFRZB6/view?usp=sharing,,https://drive.google.com/file/d/1XMGnH373nDLOQ3GwO92gfmAgV6FKwfmr/view?usp=sharing,"Rueda de pases. Un jugador se desmarca al centro 
del rombo y un defensor decide si le sigue o no. Si lo 
hace, el atacante tiene que jugar de cara. Si no le 
siguen, tiene que controlar el balón hacia el lado 
contrario a donde se ha ido su defensor. Tras ello se 
la pasa y pasa a ser el defensor del jugador que 
estaba dando pases desde fuera. 
"
Estructuras de pases,Técnica individidual,3,Rueda de pases recibir de espaldas y diagonal,https://drive.google.com/file/d/1gfKsLf2Tfby5ai4Zfy_gRxGiXVbMGd56/view?usp=sharing,,https://drive.google.com/file/d/1i-fT86b2YObY7AF6UcDmn2mEpXofcK2h/view?usp=sharing,"Rueda de pases por tríos en la que un jugador recibe de espaldas y juega de cara (por no haberse orientado) y después se desplaza a un lado, se perfila y orienta para llevar el balón al otro lado."
Estructuras de pases,Técnica individidual,5,Rueda de pase en caja,https://drive.google.com/file/d/1vTOhBp-wwasIYcsfjFwUTNh-OVx6ZyJX/view?usp=sharing,,https://drive.google.com/file/d/1y34COK3e6qp_jlJCxOH-lR1-UkKqCdo8/view?usp=sharing,"Un jugador se coloca dentro de un cuadrado marcado por cuatro picas de distintos colores.
Cuatro compañeros se colocan enfrente de cada uno de os lados del cuadrado.
Desde ahí, uno de ellos envía el balón al centro del cuadrado y da una información (2 colores, compañero) y eso es lo que utilizará el jugador que está en el centro del cuadrado para orientar su cuerpo y llevar el control hacia un lado u otro y jugar con el jugador que corresponde.
*Posibilidad de añadir un sexto miembro al grupo, que realice presiones entrando por un lado u otro del cuadrado y haciendo que tenga que orientar el cuerpo y el balón para adaptarlo a la presión."
Estructuras de pases,Técnica individidual,4,Pase y movimiento al espacio,https://drive.google.com/file/d/1AklUTT_XIhV2EpZqyuyYj5h2MMgbrfVO/view?usp=sharing,,https://drive.google.com/file/d/18KNfUQxLauuocRfpcBDQuDtkulo5PQ6d/view?usp=sharing,"Rueda de pase y movimiento con balón filtrado y
ofrecimiento de líneas de pase. Los jugadores de
fuera, cuando tienen la pelota tienen que moverse
para dejar libre la esquina opuesta. El jugador que
está en el centro tiene que perfilarse para llevar el 
control a un lado u otro."
Estructuras de pases,Técnica individidual,3,Trenzas de contraataque,https://drive.google.com/file/d/1djfwihdScHCmXwzHjmC1lbJb1it4-UVx/view?usp=sharing,,https://drive.google.com/file/d/1P_r95Dxls33Xj0wczLsPgg5lv0nMTubu/view?usp=sharing,Rueda de pase en la que tres jugadores realizan una trenza de pase y desdoblamiento al receptor para salir al contrataque priorizando la conducción y el pase avanzado.
Estructuras de pases,Automatización de movimientos,X,Competición de circulaciones,https://drive.google.com/file/d/1-U8_7nqdN31kcGIn9t1jUL4Ce3wpd9sN/view?usp=sharing,,https://drive.google.com/file/d/1-YpC787yHJM5Rmb0H9EbtTMFr9Ko8arD/view?usp=sharing,"Competición de circulación. Cada equipo realiza una circulación marcada y el que lo haga más rápido realiza un ataque contra la línea defensiva rival.
A su vez se lanza un balón a los delanteros del equipo que ha perdido la circulación para que realicen una transición ofensiva y se trabaja la vigilancia defensiva."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para dividir con la línea de 3,https://drive.google.com/file/d/14USt1-ReTi9cfjOxRbe7nzCPHeBCRduG/view?usp=sharing,,https://drive.google.com/file/d/1wB9ddNbdtg_oTzprSyaiyAghpcV91KrC/view?usp=sharing,Técnica colectiva orientada a modificar la estructura y que un jugador de la línea de 3 salga en conducción y divida a la siguiente línea con una conducción.
Estructuras de pases,Automatización de movimientos,X,Salida por un lado y finalización por el otro,https://drive.google.com/file/d/11-b20Z1gTK0rxksDucEE1qLKv_tN49EO/view?usp=sharing,,https://drive.google.com/file/d/1ZZKhT2B_90pnTmg51IOJWF-l9uzAPU-U/view?usp=sharing,"Salida de balón por un lado, acumulación de pases en el lado fuerte y giro al lado débil para a partir de ahí centrar y atacar los puntos de remate."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para envíos diagonales por alto,https://drive.google.com/file/d/112nHEWMniQz7g211YI55E1oR7s74cYQC/view?usp=sharing,,https://drive.google.com/file/d/1k5DMVg3aefMKdkM6iK3gHByitR-yCXjb/view?usp=sharing,Técnica colectiva en la que se parte con dos balones y incide en el golpeo diagonal al punta que baja a recibir y un reinicio buscando una diagonal de uno de la línea de tres a un punta que se lateraliza.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para diagonal al lado alejado del pivote ,https://drive.google.com/file/d/13YgmlgoKJbTz970Fm4b4TbNt3b8cb1ny/view?usp=sharing,,https://drive.google.com/file/d/1a4WLOwxQ6OJjA1HN7Qw-nHQcosxnq8-A/view?usp=sharing,"Circulación de balón simple con conducción de central y balón diagonal para el punta que se lateraliza. A partir de ahí, en función del golpeo, se deja de cara o se peina.
A partir de ahí se contacta con la otra circulación para darle continuidad al ejercicio."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para girar al rival,https://drive.google.com/file/d/15l0rpQvYvoRJrXKtYV7PKsutqkZEhSVK/view?usp=sharing,,https://drive.google.com/file/d/1p57wTlPw7MeN9I3_VrgZCKnnLboCjgMu/view?usp=sharing,"Técnica colectiva que simula la acumulación de pases en un lado del campo, para después girar al rival y buscar una entrada por la otra banda."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva en salida por carriles,https://drive.google.com/file/d/1hkxUkqW1daMzzXTjXCVCaz8RmC4-mbhN/view?usp=sharing,,https://drive.google.com/file/d/1kXO0p7EXePpn_mOtzAFE8ByccFQ0yQq9/view?usp=sharing,Técnica colectiva automatizando movimientos y combinaciones en los carriles exteriores en salida de balón ante presión alta.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para distintas salidas por carril exterior,https://drive.google.com/file/d/1rwO7mc6XtRrOSTnzYuyVCjeNew5fqXPM/view?usp=sharing,,https://drive.google.com/file/d/1cBTZNkvp0N7IsV8Rx57NTZVaZtINSXR9/view?usp=sharing,Técnica colectiva en sistema 13421 con combinaciones interiores para atraer y movimientos en los carriles exteriores para progresar.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para movimiento de puntas y exteriores,https://drive.google.com/file/d/1P8io0bDXh5Y8o910dE4ZCfcTMErsLdiz/view?usp=sharing,,https://drive.google.com/file/d/1Krf1nzdHUMK9xRmMSCAqOUUVnL8o1EnQ/view?usp=sharing,"Se inician dos ruedas de pase simultáneas en las que se busca automatizar un movimiento de creación de espacio a espaldas de los defensores. En una jugada actúan punta y mediapunta y en la otra solo uno de ellos (cada dos acciones, se cambian)."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para complementar apoyos ante bloque medio-bajo,https://drive.google.com/file/d/1bZOnny8C3o_DudSK2cIIcZpB_Ay92NOK/view?usp=sharing,,https://drive.google.com/file/d/1t0WeOdWUmw3jjiD43heds3V6l5yS6Y-k/view?usp=sharing,"Técnica colectiva en la que, la decisión del marcador del jugador ubicado en un espacio interior, hará que la pelota vaya para el jugador que ha quedado libre o para los que ocupen el espacio dejado por este.
A partir de ahí, se busca la finalización en portería."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para encontrar al hombre libre,https://drive.google.com/file/d/1Z_QfjIUdP_Eotx275mMthaCqoZ5MAbPG/view?usp=sharing,,https://drive.google.com/file/d/1nMS_srNjtoewEYJZGamMbkl_5wui4z19/view?usp=sharing,"Técnica colectiva en zona 2-3 para complementar apoyos y moverse para encontrar al hombre libre y así poder progresar.
El equipo contrario simula un salto a presionar y una corrección de posiciones en función del movimiento de balón.
Una vez progresado se finaliza en miniporterías y se simula una recuperación de posiciones por una pérdida."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva en transición ofensiva,https://drive.google.com/file/d/1oIIr-ttXLA2-3T5w0w7tPkYZ5YpLyPaV/view?usp=sharing,,https://drive.google.com/file/d/1riJj1VTte1AFa7EkZpuS--KskggUly1f/view?usp=sharing,"Técnica colectiva simulando los movimientos de transición ofensiva tras robo en zona 2 del rival.
Un equipo recoge el balón enviado por el portero y lanza la transición mientras otro se coloca y mueve para aportar referencias y el tercer equipo se prepara para la siguiente acción."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para desmarques de jugadores interiores a la espalda del lateral,https://drive.google.com/file/d/1bsDEQCVZ6BjCbSED3qEeAiwap1njcep5/view?usp=sharing,,https://drive.google.com/file/d/1TOq6NAj1lyNnkh1xJ829mbGuHyqtfaYX/view?usp=sharing,"2 técnicas colectivas simultáneas con oposición pasiva en la que se busca la ruptura de un jugador interior a la espalda del lateral del equipo contrario.
Tras finalizar en portería se sale del otro lado con otros dos balones."
Estructuras de pases,Automatización de movimientos,X,Circulación con dos salidas distintas por los carriles,https://drive.google.com/file/d/17s2hQAiPW6IQYP-GTHWoInFYakK2CkNc/view?usp=sharing,,https://drive.google.com/file/d/1-tno4VV2oXB14mas7zjIMEX3uOupfB-P/view?usp=sharing,Cuatro técnicas colectivas enfrentadas para trabajar el progreso por el carril exterior y las entradas al remate.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva con paredes en 3 zonas,https://drive.google.com/file/d/1_Yp-_1OlvJNB1hencUxJ2JkhkWGPUf1q/view?usp=sharing,,https://drive.google.com/file/d/1_D_dCkej9hDZKXCfZD-0Nf8qxtxUyw9M/view?usp=sharing,Técnica colectiva realizada simultáneamente en 3 carriles para provocar distintas paredes.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para búsqueda de tercer hombre y desmarque de superación,https://drive.google.com/file/d/153mRUk4U28jxyqfU3u6vIDzVO1zTyA6X/view?usp=sharing,,https://drive.google.com/file/d/1GTmKT6ut0pMuZpTzbxG3rj_mePsR_cVZ/view?usp=sharing,Técnica colectiva con búsqueda de terceros hombres y desmarques de superación.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva con tercer hombre para liberar a central y mediocentro,https://drive.google.com/file/d/1HrQD5YP2GI7n2HuAus1EWwaGfThNHF3Z/view?usp=sharing,,https://drive.google.com/file/d/1HBNPdvmJKpQ33gmNo-6-5VjvVKOnhBqs/view?usp=sharing,"Ante una oposición pasiva, se realiza una circulación que busca encontrar a un central y a un mediocentro mediante la aparición de terceros hombres."
Estructuras de pases,Automatización de movimientos,X,Técnicas colectivas enfrentadas en campo propio y contrario,https://drive.google.com/file/d/15HDyvzkusy2Ycq68sPaRcjX9-FgQg6yU/view?usp=sharing,,https://drive.google.com/file/d/1CS6JyzQoOyNbqVGDDfy9_ikkeguQZJGj/view?usp=sharing,Dos equipos realizan una circulación simultánea. Uno lo hace en campo propio y otro en el ajeno. Se marcan la secuencia de pases que tiene que darse y los jugadores buscan su espacio para recibir y no chocarse con la circulación que va en sentido contrario.
Estructuras de pases,Automatización de movimientos,X,Técnicas colectivas con regresos de oposición pasiva,https://drive.google.com/file/d/1sJ8PMriZL4GRvdMhqVjncksS3-BE3xOC/view?usp=sharing,,https://drive.google.com/file/d/1Vf3MkYaaw4oLzzG9GRiN1np94-Xecpiu/view?usp=sharing,Un equipo inicia una técnica colectiva en dirección a portería mientras el anterior está volviendo a la posición inicial. Los jugadores ofensivas tienen que identificar los espacios que no ocupan los compañeros que regresan para que la jugada avance por ahí.
Estructuras de pases,Automatización de movimientos,6,Técnica colectiva en carril central y zona 2,https://drive.google.com/file/d/1WY1Af8PNw0qCmOWNDO_nnSPmUfWIq28m/view?usp=sharing,,https://drive.google.com/file/d/1kzcFFQXYPLi3AuhxldZfg8VTdTmZMfnr/view?usp=sharing,"Técnica colectiva para diferenciar momentos de jugar de cara (pase vertical) y perfilarse para girarse y avanzar (pase diagonal) en el carril central y zona 2 así como para trabajar el dinamismo ubicacional.
Los movimientos de los jugadores son libres y dependiendo de lo que haga un jugador, tendrán que intervenir los demás de una u otra forma."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para generar tres alturas en carril exterior,https://drive.google.com/file/d/11OsVg0zOFpzYurnfr0QeXev-O6prcICW/view?usp=sharing,,https://drive.google.com/file/d/1wNXiSwNNCxEHV4qMMYcU29rX2NmckLm8/view?usp=sharing,"Dos salidas de balón con distintas formas de progresión. En la primera se produce una lateralización del pivote y en la segunda un pase tendido de central a punta opuesto. Tras la finalización se cambia de posiciones (salvo los extremos).
Al principio, la circulación está marcada hasta que se produce lo que se busca y después se finaliza libre.
Posteriormente es todo libre (teniendo que realizar obligatoriamente el movimiento marcado)."
Estructuras de pases,Automatización de movimientos,X,Técnicas colectivas enfrentadas para la búsqueda de los cuadrados,https://drive.google.com/file/d/14IzkGEL7eilEkap4AZMAa7omrbolp_-E/view?usp=sharing,,https://drive.google.com/file/d/1X_vV1a40aJaN5fWNWay1MehsxNqDK_4w/view?usp=sharing,2 técnicas colectivas enfrentadas con la inteción de encontrar los cuadrados interiores.
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para salidas con laterales asimétricos,https://drive.google.com/file/d/1U6YCQ8IKv-hpVfxJIpuzCraA7Hzx0YFL/view?usp=sharing,,https://drive.google.com/file/d/1N-P5bricAfGdh5LSvZTHVdOEvqLMnMBs/view?usp=sharing,"Dos técnicas colectivas en forma de salidas de balón distintas tomando como punto de partida la diferente altura de los laterales.
En una salida se busca la conducción del central del lado del lateral bajo para que filtre la pelota al extremo y este combine con el punta o el pivote.
En la otra salida se busca el golpeo diagonal del central del lado del lateral bajo para los movimientos del extremo, lateral y puntas contrarios."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva para salidas de 4 con laterales bajos,https://drive.google.com/file/d/1CYvGuOINC-tu8vr92ifI-XlSz4um2gJ0/view?usp=sharing,,https://drive.google.com/file/d/1w_7_wSRR4f9a0kYB1rEYC-CqB_7nB60l/view?usp=sharing,"Se realizan dos salidas por ambos lados en las que se parte de tener a los laterales muy bajos, los extremos y puntas que parten muy altos y descienden a las espaldas/lados de los mediocentros rivales.
A partir de ahí se busca una combinación:
- mediocentro apareciendo como tercer hombre (central - extremo que baja y juega de espaldas para el mediocentro) para que este golpee al punta que cae al espacio generado por el extremo.
- punta que cae para pase diagonal de mediocentro o central y se gira o deja para el otro mediocentro para que juegue con extremo.
- balón largo de portero o central para extremo que aprovecha el desmarque del punta a espaldas de mediocentros."
Estructuras de pases,Automatización de movimientos,X,Técnicas colectivas enfrentadas para búsqueda de tercer hombre y desmarque de superación,https://drive.google.com/file/d/1mprDaMEOlkWEplLQ9BsJG-Gv8-73vm50/view?usp=sharing,,https://drive.google.com/file/d/1Td1Of4MbOp0wKixvM8aPSYWskHy0uiuk/view?usp=sharing,"Técnicas colectivas enfrentadas en las que se incide en la activación de apoyos al jugar profundo y la aparición de terceros hombres para progresar.
Del mismo modo, habrá que mirar la otra técnica colectiva para ocupar los espacios libres."
Estructuras de pases,Automatización de movimientos,X,Técnicas colectivas compartiendo espacio para lectura de movimientos y espacios,https://drive.google.com/file/d/1i3IahiMoGBV8PtP4wCbIZ144fDDg9nXy/view?usp=sharing,,https://drive.google.com/file/d/10ryMFUrMeRKcbh9vomWs65G4jKkjfm9X/view?usp=sharing,"Dos técnicas colectivas simultáneas y compartiendo espacio en forma de salida de balón con búsqueda de densificar las zonas interiores y de diferenciar situaciones de jugar de cara y de girarse.
De esta forma, se incide en la comunicación con las palabras “solo” y “cuidado”.
Se inician dos balones a la vez y los jugadores tienen que preocuparse de no chocarse con el otro equipo y de no perder el balón."
Estructuras de pases,Automatización de movimientos,X,Técnica colectiva contra oposición pasiva,https://drive.google.com/file/d/1UErPiguxT20_BZ85vALOonCdRT4zoU3x/view?usp=sharing,,https://drive.google.com/file/d/1eDdaCUqVz-7MAVQn5MTEZxTIJRYytpVR/view?usp=sharing,"Técnica colectiva frente a una presión pasiva que hace que los jugadores que tienen el balón tienen que encontrar los espacios libres que deja la formación rival.
Cuando se consigue la superación de la última línea rival, se cambian los roles."
Estructuras de pases,Automatización de movimientos,X,2 técnicas colectivas vs la misma oposición pasiva,https://drive.google.com/file/d/1I3GV0iFmMH9vpj5hxeS1uKVEBqVrEpmd/view?usp=sharing,,https://drive.google.com/file/d/1D6_6R57UhXSrhhfdpl14oS4Bpk3krKUH/view?usp=sharing,"Dos técnicas colectivas simultáneas en campo propio y contrario contra un equipo que va presionando (de forma pasiva) los dos balones a la vez.
El objetivo de la técnica en campo propio es contactar con el jugador más atrasado de la otra técnica colectiva.
El objetivo de la técnica colectiva en campo contrario es acabar en gol en portería grande.
Cada dos repeticiones, se cambian roles entre los tres grupos."
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicio/Reinicio en zona 1-2 frente a presión,https://drive.google.com/file/d/1_VHV-No0DQjcwk5DQ7LJT3DKx81BP2lA/view?usp=sharing,,https://drive.google.com/file/d/1Eh4q8PghItuAO2JLOR0FeOIHxCeeh87E/view?usp=sharing,"Reinicios de juego en zona 1 y 2 con el objetivo de ganar estructura y mantener la posesión del balón tras ello.
A ellos se enfrenta un equipo que presiona con el objetivo de robar y meter gol en transición ofensiva."
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Progresiones 5vs5 encadenadas,https://drive.google.com/file/d/1OSBvZ9ExTwO0K5gRm-2TWUpqhs_nuOxI/view?usp=sharing,,https://drive.google.com/file/d/1DtjC6LJYYeOvRnAOKW2UvSZSFF-KNFEP/view?usp=sharing,"Juegos de progresión en zonas 1 y 2 en el cual se producen dos situaciones 5vs5 con la ayuda de los jugadores que viajan para acompañar a sus compañeros tanto en ataque como en defensa.
El equipo que inicia con rol defensivo tiene que intentar hacerse con el balón y hacer una transición ofensiva rápida."
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicio y reinicio contra una presión,https://drive.google.com/file/d/1NfPfG5X3pnzVmZ8TdKlaoRrA7VVCXDAO/view?usp=sharing,,https://drive.google.com/file/d/1mnxSW3GcJE9Y0cix5MlSqwUBwgCLiobl/view?usp=sharing,"Un equipo  realiza salidas de balón intentando contactar con el otro equipo para que este haga un reinicio de jugada.
A ellos se enfrenta un equipo que presiona con el objetivo de robar y meter gol. Si no lo consiguen, se reordenan para hacer la presión en el otro campo con el objetivo también de robar y anotar en la otra portería."
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicios ante presión total,https://drive.google.com/file/d/1acdQywknTuvbtlGjxI2A74YsVXwKFIpD/view?usp=sharing,,https://drive.google.com/file/d/1J4jleKC-cF7fwc2aTAuiBTzjSydVDrd2/view?usp=sharing,"Un equipo realiza salidas de balón en corto o en largo contra una presión total en bloque alto.
El equipo que inicia tiene como objetivo anotar en las tres miniporterías o atravesar la línea del centro del campo en conducción.
El equipo que empieza robando, tiene el objetivo de recuperar el balón y realizar una transición ofensiva hacia la portería grande.
"
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicio para emparejar puntas con centrales,https://drive.google.com/file/d/1eOg-OARgFlxfZ8lLYGXhU8FlCXVD2LGU/view?usp=sharing,,https://drive.google.com/file/d/1DUCV5wnVyGdUn0nBXo0qLsH5Fxdq4AE1/view?usp=sharing,"Salida de balón ante un equipo que presiona alto.
La intención de iniciar en corto es dejar a dos delanteros en campo contrario emparejados con dos defensas. El objetivo de la salida es hacerles llegar el balón en las mejores condiciones posibles y que estos jueguen un 2vs2 + 2 extremos.
*Si el equipo defensor roba el balón en campo contrario realiza una transición ofensiva utilizando a los dos extremos, que se convierten en sus compañeros."
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicio con el campo dividido en zonas,https://drive.google.com/file/d/1Zn6_VquT0ahfSmq8oL-CBezTypU4hvdp/view?usp=sharing,,https://drive.google.com/file/d/1rp8sffoM8L7L0kxj56mkeT1jfPJ_Rb4a/view?usp=sharing,"Salida de balón con el campo dividido en 4 zonas en las que se mantienen los jugadores defensivos.
El objetivo del equipo que inicia es atravesar conduciendo la línea del centro del campo.
El objetivo de los que defienden es robar y montar una transición defensa-ataque hacia la portería rival."
Situación de partido,Presión alta,XxX,Presión total ante inicios en corto,https://drive.google.com/file/d/1aU2iDkJQhSv8fogtFEJcIMIoR6_XCtKQ/view?usp=sharing,,https://drive.google.com/file/d/12mppbjnb4AeQcH7i3pEsSoPRpFddiW0e/view?usp=sharing,Inicios ante presión total con el objetivo de anotar en porterías pequeñas. El equipo que presiona tiene que intentar robar y realizar una transición ofensiva hacia la portería rival.
Situación de partido,Reinicio y Construcción Z 1-2,XxX,Inicio ante presión alta para ganar espalda,https://drive.google.com/file/d/10qjjismTT9hIB5gLHyU9HKzry81Xzlud/view?usp=sharing,,https://drive.google.com/file/d/1_4eyPDD-Td8C1C6qkCtHtemUYBn6y8Gt/view?usp=sharing,Inicio ante presión alta con la intención de encontrar la superación tras la línea defensiva rival (que inicia desde una franja que hay entre los dos rectángulos de juego pero que puede saltar una vez que inicia la posesión).
Situación de partido,Presión alta,XxX,Inicios ante bloque alto,https://drive.google.com/file/d/1VvgECe5ichefz7dRE25K1c_dvfj-cexw/view?usp=sharing,,https://drive.google.com/file/d/1ruu2Nmtq_60FKb-dCJ7b2TdaN1HXr2Yu/view?usp=sharing,Inicios ante un equipo que defiende dos porterías grandes y que se ve obligado a presionar en bloque alto.
